"Id","Position","First Name","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"11638","TE","Mickey","Shuler","0","3","4500","PHI@ATL","ATL","PHI","","","",""
"11635","WR","Marc","Mariani","0.9","6","4500","GB@CHI","CHI","GB","","","",""
"12544","D","New York","Jets","0","0","4400","CLE@NYJ","NYJ","CLE","","","",""
"12540","D","Minnesota","Vikings","0","0","4400","MIN@SF","MIN","SF","","","",""
"12545","D","Philadelphia","Eagles","0","0","4300","PHI@ATL","PHI","ATL","","","",""
"12546","D","Arizona","Cardinals","0","0","4300","NO@ARI","ARI","NO","","","",""
"12536","D","Kansas City","Chiefs","0","0","4300","KC@HOU","KC","HOU","","","",""
"12538","D","St Louis","Rams","0","0","4300","SEA@STL","STL","SEA","","","",""
"12532","D","Detroit","Lions","0","0","4300","DET@SD","DET","SD","","","",""
"12535","D","Indianapolis","Colts","0","0","4300","IND@BUF","IND","BUF","","","",""
"12548","D","San Diego","Chargers","0","0","4200","DET@SD","SD","DET","","","",""
"12554","D","Jacksonville","Jaguars","0","0","4200","CAR@JAC","JAC","CAR","","","",""
"12531","D","Denver","Broncos","0","0","4200","BAL@DEN","DEN","BAL","","","",""
"12530","D","Dallas","Cowboys","0","0","4200","NYG@DAL","DAL","NYG","","","",""
"12552","D","Washington","Redskins","0","0","4100","MIA@WAS","WAS","MIA","","","",""
"12555","D","Baltimore","Ravens","0","0","4100","BAL@DEN","BAL","DEN","","","",""
"12525","D","Atlanta","Falcons","0","0","4100","PHI@ATL","ATL","PHI","","","",""
"12543","D","New York","Giants","0","0","4100","NYG@DAL","NYG","DAL","","","",""
"12542","D","New Orleans","Saints","0","0","4100","NO@ARI","NO","ARI","","","",""
"12527","D","Chicago","Bears","0","0","4000","GB@CHI","CHI","GB","","","",""
"12537","D","Oakland","Raiders","0","0","4000","CIN@OAK","OAK","CIN","","","",""
